New log file - 2025-05-26 03:16:26
================================ Calibration ================================
Calibration data filenames: ['P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run1.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run2.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run3.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run4.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run5.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block1_Run6.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run1.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run2.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run3.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run4.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run5.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block2_Run6.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run1.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run2.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run3.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run4.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run5.vhdr', 'P4_S15/anonymized/auditoryAphasia_HP_350_Block3_Run6.vhdr']
------------------------- Preprocessing configurations -------------------------
filter_band: (0.5, 16)
non_eeg_channels: ['EOGvu', 'x_EMGl', 'x_GSR', 'x_Respi', 'x_Pulse', 'x_Optic']
decimate: 10
montage: standard_1020
filter_method: iir
only_eeg: True
tmin: -0.2
tmax: 1
baseline: None
channels_to_discard: ['AF7', 'AF3', 'AF4', 'AF8', 'F5', 'F1', 'F2', 'F6', 'FT7', 'FC3', 'FCz', 'FC4', 'FT8', 'C5', 'C1', 'C2', 'C6', 'TP7', 'CP3', 'CPz', 'CP4', 'TP8', 'P5', 'P1', 'P2', 'P6', 'PO7', 'PO5', 'POz', 'PO6', 'PO8', 'Oz']
channels: ['Fp1', 'Fp2', 'F3', 'F4', 'C3', 'C4', 'P3', 'P4', 'O1', 'O2', 'F7', 'F8', 'T7', 'T8', 'P7', 'P8', 'Fz', 'Cz', 'Pz', 'FC1', 'FC2', 'CP1', 'CP2', 'FC5', 'FC6', 'CP5', 'CP6', 'F9', 'F10', 'P9', 'P10']
fs: 100.0
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
X.shape (epochs, features): (9018, 124)
y.shape (epochs,): (9018,)
----------------------------------------------------------------------
n_calibration_trials: 108
n_calibration_epochs: 9018
with the per-run iteration structure:
[[15 15 15  9 15  8]
 [13 15 15  8 15 12]
 [15 15 15 15 15 15]
 [15 15 14 15 15 15]
 [15 15 10 15  8 15]
 [ 8 15  8 15 15 15]
 [10 15  8 15 15 15]
 [15 10 15 15 15 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15  8]
 [15 15 15 12 15 15]
 [15  8 15  8 14 15]
 [ 9 15 15 15 15 15]
 [15 14 15 15 15 15]
 [ 8 15 15  9 15 15]
 [15 15 15 15 15 15]
 [15 12 15 15 15 15]
 [15 15 15 15 15 15]]
Trained all three classifiers on the calibration data.
================================ Online ================================
Online data filenames: ['P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run1.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run2.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run3.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run4.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run5.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block1_Run6.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run1.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run2.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run3.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run4.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run5.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block2_Run6.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run1.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run2.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run3.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run4.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run5.vhdr', 'P4_S16/anonymized/auditoryAphasia_HP_350_Block3_Run6.vhdr']
Same preprocessing configurations as for the calibration data
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
----------------------------------------------------------------------
n_online_trials: 108
n_online_epochs 8976
with the per-run iteration structure:
[[14 12 15 15 15  8]
 [15 15 15 15 15 15]
 [15 15 15 15  8 15]
 [15 15 13 15 12 15]
 [15 15 15 12 15  8]
 [ 8 12 15 10 15 15]
 [13  8 15 15  8 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15 11]
 [ 8 15  8 15 14 15]
 [15 15 15  8 15 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15  8]
 [ 8 15 15 15 15 15]
 [15 15 15 15 15 15]
 [10 15 15 15 15 15]
 [14  8 15 15 15 15]
 [15  8 15 15 15 15]]
Online simulation starts
Number of online trials: 108, which is 18.0 runs
65 	| [104] 	| -2.024847913302769 	| -1.8479413611895106 	| -2.0374431129366886
66 	| [103] 	| -1.4580971845110777 	| -1.602754665036295 	| -1.4814675132063346
67 	| [101] 	| -1.4964283723948555 	| -1.6342855150270172 	| -1.6819220942529431
68 	| [116] 	| -1.923632821772246 	| -1.6364905383735913 	| -1.6233831484665062
69 	| [104] 	| -2.183963173099812 	| -1.992167805377902 	| -1.9613146502716414
70 	| [105] 	| -1.5162576152489364 	| -1.6513946678863918 	| -1.507361344024619
71 	| [102] 	| -2.4024617573708684 	| -2.094805297416438 	| -2.2452332109866844
72 	| [116] 	| -0.9023086066745488 	| -1.0284246333673654 	| -0.9638545415049151
73 	| [101] 	| -2.1778781109806156 	| -2.098609589760619 	| -2.1116594835149742
74 	| [105] 	| -2.310377467790922 	| -2.145678275081684 	| -2.1812039967621977
75 	| [104] 	| -1.8655419663505008 	| -1.8241440415897883 	| -1.824304008837982
76 	| [103] 	| -0.6332450100993945 	| -0.7730681289892206 	| -0.7733056917012422
77 	| [102] 	| -1.7760888520376303 	| -1.6624332350244637 	| -1.8119068915487315
78 	| [105] 	| -1.8471853850270323 	| -1.8946392738713602 	| -1.8496115000680504
79 	| [116] 	| -2.2243389820313464 	| -2.243733258421191 	| -2.3921641680010914
80 	| [101] 	| -1.7086022935184335 	| -1.7278598368747757 	| -1.530087688360348
81 	| [103] 	| -2.353367567001792 	| -2.0032664717906195 	| -1.9363603124640605
82 	| [104] 	| -1.7919631718785798 	| -1.521583602240362 	| -1.4961666518207264
83 	| [102] 	| -1.9972711147768787 	| -1.8076007541629822 	| -1.9079901319565002
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
6 			| 3 				| 3 					| 3 
------------------ Run 1 Trial 2  (total trials: 2/108) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
84 	| [103] 	| -1.5687351622744923 	| -1.265871863293261 	| -1.0676776797273861
85 	| [102] 	| -1.794021608607241 	| -1.8497270834934205 	| -2.025010143917834
86 	| [114] 	| -1.4652382442272618 	| -1.5697741208464793 	| -1.6865719430191253
87 	| [101] 	| -2.454420865055793 	| -2.2502963329647017 	| -2.214574746923061
88 	| [105] 	| -2.2793968431930836 	| -2.0426278819722032 	| -2.005672067279699
89 	| [106] 	| -1.4810045695823784 	| -1.6136802731699862 	| -1.6341441441542996
90 	| [102] 	| -1.5240596954017085 	| -1.5537339304057833 	| -1.5225764355218532
91 	| [101] 	| -1.9399505683577707 	| -1.7968230904598508 	| -1.8612307141356377
92 	| [114] 	| -1.5791477884821568 	| -1.512580336621387 	| -1.4782836932732883
93 	| [105] 	| -1.8985444695831877 	| -2.095101477018551 	| -2.2092958900522515
94 	| [106] 	| -0.86323197514805 	| -1.1407492726336053 	| -1.0287105266906351
95 	| [103] 	| -2.811273807755472 	| -2.4651635119635924 	| -2.609756995965584
96 	| [102] 	| -1.9475485574148932 	| -1.8405974549558763 	| -1.8932592479654995
97 	| [105] 	| -1.364859100788557 	| -1.5930792918843266 	| -1.5201495094395776
98 	| [114] 	| -0.9973350225386759 	| -1.038203568951372 	| -0.950804888854537
99 	| [103] 	| -2.9965552900689993 	| -2.7409769055371584 	| -3.0279924691473257
100 	| [106] 	| -1.58766332589646 	| -1.8345339521310497 	| -1.609467952696146
101 	| [101] 	| -1.9722286227965302 	| -1.901627070365925 	| -1.7367527486139025
102 	| [102] 	| -2.03150906797425 	| -1.87929027587605 	| -1.9510402485147067
103 	| [105] 	| -1.6920455485998394 	| -1.7862798612259787 	| -1.743644140193661
104 	| [103] 	| -1.8874741757709137 	| -1.746389543612237 	| -1.7308446785147886
105 	| [114] 	| -0.4027218856855732 	| -0.9515794250899803 	| -1.1674721908699297
106 	| [101] 	| -2.231778119976431 	| -2.0485590055245786 	| -2.267367893371673
107 	| [106] 	| -1.4113323426127673 	| -1.504434205321314 	| -1.5329117404129369
108 	| [105] 	| -1.3435961411762856 	| -1.3524213999755292 	| -1.3073341256285678
109 	| [103] 	| -1.3071518987791735 	| -1.5537373334283617 	| -1.5059253735697296
110 	| [114] 	| -1.6313293908799338 	| -1.6061042063897693 	| -1.7766699776182158
111 	| [106] 	| -1.34275366437389 	| -1.442233019146516 	| -1.6455626733359585
112 	| [101] 	| -1.8924841580283602 	| -1.8284469554076626 	| -1.9702689040364234
113 	| [102] 	| -1.4663565871439281 	| -1.6198356966249008 	| -1.4932643204580154
114 	| [114] 	| -1.2525649661930007 	| -1.3133838985467288 	| -1.2230925344593948
115 	| [106] 	| -1.8231096572591536 	| -1.6387230928221515 	| -1.771549617272055
116 	| [101] 	| -2.6652331083849816 	| -2.3361412891030406 	| -2.678183520744777
117 	| [103] 	| -0.0942530327677944 	| -1.07916057691263 	| -0.7588905061320795
118 	| [102] 	| -1.6678014805620645 	| -1.3318422944245714 	| -1.2246602945716982
119 	| [105] 	| -2.223024179657433 	| -2.13787086534933 	| -2.398385809233255
120 	| [106] 	| -1.0406124325235964 	| -1.4044641021162152 	| -1.3826169464747142
121 	| [103] 	| -1.6072619244706896 	| -1.5394534116760192 	| -1.4465675169091476
122 	| [114] 	| -1.7706955544861456 	| -1.690270769173826 	| -1.782027935070746
123 	| [101] 	| -1.9469839608789727 	| -1.6652943432558711 	| -1.8532053710536143
124 	| [105] 	| -1.0513502580148397 	| -1.5328582457057967 	| -1.5556380674718753
125 	| [102] 	| -1.7904430223992271 	| -1.689572498444897 	| -1.6507519536314552
126 	| [106] 	| -1.4189019983671498 	| -1.3261956320530484 	| -1.2297803359978239
127 	| [101] 	| -1.9684398745702147 	| -1.8534393167311025 	| -1.9559329606239766
128 	| [105] 	| -1.9535331676307892 	| -1.9162827340660527 	| -1.7888119627660413
129 	| [102] 	| -2.0294733811403782 	| -1.7698191743570189 	| -1.8282562646600407
130 	| [114] 	| -1.8970983262786034 	| -1.7609231393312315 	| -1.7701466370871364
131 	| [103] 	| -2.4072636531714444 	| -2.050485582023324 	| -1.8243721952739198
132 	| [106] 	| -2.1969429030840146 	| -2.156448075693373 	| -2.5325781461397594
133 	| [105] 	| -1.7059923311522927 	| -1.5426102242229067 	| -1.5033981393001161
134 	| [101] 	| -0.5873059685884812 	| -0.8564889877069848 	| -0.6397655593291567
135 	| [114] 	| -1.9901535315681322 	| -1.907999865851153 	| -1.7372728570510905
136 	| [103] 	| -2.2412259763624705 	| -2.01539905594705 	| -1.858409140310778
137 	| [102] 	| -1.9690710634850896 	| -2.21201177552554 	| -2.69398715590962
138 	| [105] 	| -1.2117126697957594 	| -1.2361796567529506 	| -1.0280578793390867
139 	| [101] 	| -1.1023792196051954 	| -1.0182729802416026 	| -0.6014910570498585
140 	| [114] 	| -1.8846626829043047 	| -1.675986697734164 	| -1.7764508503741672
141 	| [102] 	| -3.537483098316434 	| -3.528615271709095 	| -3.5585274447965967
142 	| [103] 	| -1.3937807381819967 	| -1.5270290211079334 	| -1.4421312154420596
143 	| [106] 	| -1.8041975343656516 	| -1.6460928404599786 	| -1.6043505704490977
144 	| [114] 	| -0.5488529833425078 	| -0.6535959887127059 	| -0.4978460099448836
145 	| [105] 	| -3.478110124790237 	| -2.912956486448473 	| -2.8264112185679706
146 	| [101] 	| -2.6207178474879056 	| -2.798836509655191 	| -2.9903773306484815
147 	| [102] 	| -1.0777253357873702 	| -1.0702920256383757 	| -1.1531253161927557
148 	| [103] 	| -0.5666306628046038 	| -0.6543079352962917 	| -0.40855176254284653
149 	| [106] 	| -3.770547293531541 	| -3.1856205461228213 	| -3.062682447503984
150 	| [105] 	| -2.534144320421137 	| -2.2497583885781256 	| -2.3162422515855488
151 	| [114] 	| -0.9959062016759832 	| -1.305168267248056 	| -1.1950302334054248
152 	| [101] 	| -1.363972617417012 	| -1.308898782223278 	| -1.2745771325365163
153 	| [103] 	| -1.4001794501806586 	| -1.2680864853020268 	| -1.3115078065885029
154 	| [106] 	| -1.7387803295534825 	| -1.3645726923743506 	| -1.423146593242922
155 	| [102] 	| -3.0966834877301803 	| -3.0719492784006426 	| -3.0857095747681185
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
4 			| 4 				| 4 					| 4 
------------------ Run 1 Trial 3  (total trials: 3/108) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
156 	| [111] 	| -1.9010471970600822 	| -1.7981387407855551 	| -1.8670886826652902
157 	| [103] 	| -1.0647542331349023 	| -1.2663042025539308 	| -1.16609309662491
158 	| [106] 	| -1.7350140179262017 	| -1.6648276994685005 	| -1.688522943304815
159 	| [104] 	| -2.4516822631662625 	| -2.073581708630253 	| -2.188281074265804
160 	| [102] 	| -1.5927559671575615 	| -1.779207692921589 	| -1.6336084342158985
161 	| [105] 	| -1.3858276910127867 	| -1.3943405750106823 	| -1.2729061410766993
162 	| [106] 	| -1.754926733306078 	| -1.4576389437021526 	| -1.5448630786374271
163 	| [104] 	| -2.062517451487047 	| -2.032804501517342 	| -2.2549145209304533
164 	| [103] 	| -0.5881947431834684 	| -1.0229161383189553 	| -0.7773813453547564
165 	| [105] 	| -2.599556197007736 	| -2.4894675331237006 	| -2.4620307784986433
166 	| [111] 	| -1.4873680779437592 	| -1.433207676145459 	| -1.3505002849506087
167 	| [102] 	| -2.2521516144844242 	| -1.9334340746222398 	| -1.9630913848986216
168 	| [104] 	| -1.6683384086979327 	| -1.9005335210406857 	| -1.9143626480328488
169 	| [103] 	| -1.9471216549134784 	| -1.835755853080613 	| -1.961809808380237
170 	| [111] 	| -1.9454416648121713 	| -1.9552861488320579 	| -1.769601648923425
171 	| [102] 	| -1.0820782542604834 	| -1.1846440735176798 	| -1.2192922228304985
172 	| [106] 	| -1.683281100141539 	| -1.6616976417843414 	| -1.7982108632077556
173 	| [105] 	| -1.7494448999586956 	| -1.7941293338166473 	| -1.8289054217351217
174 	| [104] 	| -1.7914242591341039 	| -1.7328072129244907 	| -1.6278822199565202
175 	| [111] 	| -1.3404255587077603 	| -1.369326761741204 	| -1.3053694699662761
176 	| [102] 	| -1.9869945805786737 	| -1.668658835315749 	| -1.877015867715613
177 	| [106] 	| -1.3422145175420783 	| -1.4868838888376448 	| -1.4391677164856835
178 	| [103] 	| -1.2085481690644282 	| -1.313085233024073 	| -1.2007007079087455
179 	| [105] 	| -2.4293867535555274 	| -2.2856097355920566 	| -2.300415748779291
180 	| [102] 	| -1.6338903864539298 	| -1.6522398514585803 	| -1.551957215855395
181 	| [104] 	| -1.517336985548512 	| -1.4893104129019963 	| -1.5417181216275022
