New log file - 2025-05-26 02:46:34
================================ Calibration ================================
Calibration data filenames: ['P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S9/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr']
------------------------- Preprocessing configurations -------------------------
filter_band: (0.5, 16)
non_eeg_channels: ['EOGvu', 'x_EMGl', 'x_GSR', 'x_Respi', 'x_Pulse', 'x_Optic']
decimate: 10
montage: standard_1020
filter_method: iir
only_eeg: True
tmin: -0.2
tmax: 1
baseline: None
channels_to_discard: ['AF7', 'AF3', 'AF4', 'AF8', 'F5', 'F1', 'F2', 'F6', 'FT7', 'FC3', 'FCz', 'FC4', 'FT8', 'C5', 'C1', 'C2', 'C6', 'TP7', 'CP3', 'CPz', 'CP4', 'TP8', 'P5', 'P1', 'P2', 'P6', 'PO7', 'PO5', 'POz', 'PO6', 'PO8', 'Oz']
channels: ['Fp1', 'Fp2', 'F3', 'F4', 'C3', 'C4', 'P3', 'P4', 'O1', 'O2', 'F7', 'F8', 'T7', 'T8', 'P7', 'P8', 'Fz', 'Cz', 'Pz', 'FC1', 'FC2', 'CP1', 'CP2', 'FC5', 'FC6', 'CP5', 'CP6', 'F9', 'F10', 'P9', 'P10']
fs: 100.0
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
X.shape (epochs, features): (8028, 124)
y.shape (epochs,): (8028,)
----------------------------------------------------------------------
n_calibration_trials: 102
n_calibration_epochs: 8028
with the per-run iteration structure:
[[15 15 15 15 15 15]
 [15 15 15 11  8 15]
 [15 14 15  8 15 10]
 [ 8 12 15 14 15 15]
 [15 12 14 15 15  9]
 [15 13  9 15 13 15]
 [10 10  8  8 12 10]
 [ 8 15  9 15 15 15]
 [ 9 15 15 15  9 15]
 [15 15 15 15 15 15]
 [15 15  8 11 12  9]
 [10 15 15 12 15  9]
 [14 15 15 15 15  8]
 [15 15 15 15 15 15]
 [ 9 14 15 15  9 11]
 [14  9 15  9 15 15]
 [15 15 12 15 10 15]]
Trained all three classifiers on the calibration data.
================================ Online ================================
Online data filenames: ['P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block3_Run6.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block4_Run1.vhdr', 'P4_S10/anonymized/auditoryAphasia_6D_350_Block4_Run2.vhdr']
Same preprocessing configurations as for the calibration data
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
----------------------------------------------------------------------
n_online_trials: 120
n_online_epochs 9774
with the per-run iteration structure:
[[15 15 15  8  9 15]
 [15 13  8 13 15 15]
 [ 9  8 12  8 12 15]
 [15 15 15 11 13 11]
 [15 14 13 15 15 15]
 [15 12 15 15  9 15]
 [ 9 14 15 14 15 13]
 [15  8  9  8  9  9]
 [15 15 15 15 15 15]
 [15 12 14 15 13 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15 15]
 [15 12 15 15 11 13]
 [ 9 15 15 15 13 15]
 [15 15 15 15 15  9]
 [15 15 15 15 15 15]
 [15 15 15 15 15 15]
 [13 15 15 12 15 13]
 [15 15 15  9 14 15]
 [ 8 12 15 11 15 15]]
Online simulation starts
Number of online trials: 120, which is 20.0 runs
67 	| [103] 	| -4.114750178995222 	| -3.823553201658167 	| -3.879915531125595
68 	| [106] 	| -3.937119975014956 	| -3.9689608913979093 	| -3.950943918433583
69 	| [112] 	| 0.6757644019645737 	| 0.8201271565957646 	| 0.8289877138387047
70 	| [105] 	| -6.242659525284271 	| -5.93217277353353 	| -6.439684458481032
71 	| [104] 	| -1.9150778698956619 	| -2.1689187504710654 	| -1.6783917003003639
72 	| [106] 	| -2.6197323197276767 	| -2.5011389097143644 	| -2.391721184584541
73 	| [112] 	| -1.1054622635652724 	| -1.0733510391945622 	| -0.8949632320425173
74 	| [105] 	| -2.5652811247225005 	| -2.149167306928003 	| -2.6347892586758452
75 	| [101] 	| -2.7754603844474186 	| -2.8080327057834347 	| -2.910407644073105
76 	| [103] 	| -3.282063446203847 	| -3.423780044953577 	| -2.7983841211378833
77 	| [104] 	| -3.5582884972332005 	| -3.1457379493220765 	| -3.3036927624195886
78 	| [105] 	| -2.983338888721476 	| -2.98240764409745 	| -2.3299829282380466
79 	| [101] 	| -4.175289420676744 	| -4.083984950458117 	| -4.141928364405851
80 	| [112] 	| 1.227265234805643 	| 1.182138149140063 	| 1.2674290585757402
81 	| [106] 	| -4.484517965041052 	| -4.729854026881849 	| -5.165251369096007
82 	| [103] 	| -4.217340238009602 	| -3.827950132050078 	| -3.303605951012806
83 	| [104] 	| -1.3876553515388477 	| -1.5337601284964184 	| -1.008252932230052
84 	| [105] 	| -3.6648982478941403 	| -4.053588795659886 	| -3.6677482527013594
85 	| [101] 	| -4.608624615388941 	| -4.738115720428955 	| -4.387523345975011
86 	| [106] 	| -1.9193684949912142 	| -1.8893477502318514 	| -1.5148795906187866
87 	| [103] 	| -4.68310397446576 	| -4.535725048824966 	| -4.171072137428443
88 	| [104] 	| -2.8027173254303843 	| -3.0013051584235 	| -3.001739060353869
89 	| [112] 	| 0.8226801234238859 	| 0.6923332259287669 	| 1.2277221168162742
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
2 			| 2 				| 2 					| 2 
Updated all three classifiers, this trial is now included in the training set
------------------ Run 1 Trial 2  (total trials: 2/120) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
90 	| [102] 	| -2.5630898029586073 	| -2.5286706811735993 	| -1.9897979747370547
91 	| [115] 	| 0.04286153822411354 	| -0.1775628115856427 	| 0.03094913260788923
92 	| [104] 	| -0.7932661272398962 	| -0.8981425485710197 	| -0.7815645090329912
93 	| [103] 	| -3.706327134894483 	| -3.6759260738157473 	| -4.09146223604123
94 	| [106] 	| -4.79174110086031 	| -4.3679345037688195 	| -4.785975690604944
95 	| [101] 	| -0.5670908599974926 	| -0.7672755751171414 	| -0.5158932780507102
96 	| [104] 	| -2.42783491632441 	| -2.050080846530044 	| -2.3742512081299996
97 	| [102] 	| -0.7541196470388982 	| -1.0060442819980095 	| -1.266782835411914
98 	| [103] 	| -4.76578851482235 	| -4.589887831070426 	| -5.3581565548367465
99 	| [101] 	| -2.7033125503037994 	| -2.332477357624086 	| -2.037911087564973
100 	| [115] 	| 0.4500133642253812 	| 0.14230075262499708 	| -0.24767726807977042
101 	| [106] 	| -2.2308184236053172 	| -1.9953561770312862 	| -2.1843614306297785
102 	| [103] 	| -5.078213535941039 	| -5.19404269662942 	| -4.928393545120096
103 	| [102] 	| -2.8469272197379407 	| -2.8890850170325924 	| -2.6004213343574856
104 	| [104] 	| -0.5719244450835248 	| -0.781566893520814 	| -1.4076334755242366
105 	| [106] 	| -4.92287847731282 	| -4.687630560571377 	| -4.237779539175924
106 	| [115] 	| -0.2068094983705273 	| -0.43579035803666066 	| -0.48231368732756785
107 	| [101] 	| -4.909494884148482 	| -4.988035048241246 	| -4.944057143610224
108 	| [104] 	| -4.775632240960019 	| -4.344667598061372 	| -4.213616513288955
109 	| [102] 	| -3.042022890640536 	| -2.7497108954341556 	| -2.694783787355177
110 	| [106] 	| -1.7748952318473932 	| -1.9877184468640832 	| -2.3903119423673225
111 	| [115] 	| -1.9100609388458043 	| -2.0644800115099167 	| -2.0093776459151025
112 	| [101] 	| -1.3543424981134415 	| -1.6731588674368434 	| -1.359626963588821
113 	| [103] 	| -1.1326388849494908 	| -0.9544414165809163 	| -1.4425541480299375
114 	| [104] 	| -5.370896662067253 	| -5.247366726980106 	| -5.038575372345204
115 	| [106] 	| -3.2824638755285696 	| -3.1908128785343726 	| -3.518763413732012
116 	| [101] 	| -0.7057030587450663 	| -0.5754934777134695 	| -0.737027518163796
117 	| [102] 	| -3.4424334319209318 	| -3.418425713349115 	| -3.385572918555111
118 	| [115] 	| -5.0723117843370416 	| -4.893871403257897 	| -5.205467498265467
119 	| [103] 	| -2.0469541737954606 	| -1.8021767008009104 	| -1.2918673871279864
120 	| [104] 	| -4.218923590436082 	| -3.9637422891784686 	| -3.177206557623881
121 	| [106] 	| -2.007430408886051 	| -1.9328882007136685 	| -2.4403260908986892
122 	| [101] 	| -5.21581853710306 	| -4.945619458962637 	| -5.464712252718425
123 	| [103] 	| 1.265611053585939 	| 0.793046981499594 	| 1.3436568306234682
124 	| [102] 	| -5.214111021270048 	| -4.475666769852298 	| -4.646649751323719
125 	| [115] 	| -0.5454158682943056 	| -0.5777180990444837 	| -0.5435226685576908
126 	| [101] 	| -1.630051548401379 	| -1.7728713725487675 	| -2.2227424741295825
127 	| [103] 	| -4.49141236643232 	| -4.01671088082181 	| -3.6059442811938034
128 	| [102] 	| -2.807740245816361 	| -2.8944215184004918 	| -2.9422155008027193
129 	| [115] 	| -5.184139479920181 	| -4.5752132659346145 	| -3.9679528278115272
130 	| [104] 	| -2.2457207560143746 	| -2.2392420443126118 	| -2.0026573419107674
131 	| [106] 	| -4.491612649538659 	| -4.072913043351724 	| -4.468110132260105
132 	| [102] 	| -2.7547085767181367 	| -2.464010961010983 	| -2.3922973303146398
133 	| [101] 	| -2.5116752706385217 	| -2.5177365338469806 	| -1.9905784780822842
134 	| [103] 	| -1.3877578277486424 	| -1.5326289615300208 	| -1.778075966192128
135 	| [106] 	| -3.3255557809269796 	| -3.408776596456164 	| -3.290632859712371
136 	| [115] 	| -4.031334174372575 	| -3.9247751941147535 	| -3.912029121291404
137 	| [104] 	| -1.2954434385654863 	| -1.1889377286234686 	| -1.3844192995298361
138 	| [103] 	| -1.9315597984052908 	| -1.8531911439079922 	| -2.8916195250785632
139 	| [101] 	| -3.587316628074342 	| -3.2473666624947066 	| -2.5424591034662
140 	| [102] 	| -3.208600142218346 	| -3.4495230847683205 	| -3.396133230226442
141 	| [115] 	| 0.22951448622609893 	| -0.060850215781901085 	| -0.20975967333477086
142 	| [106] 	| -0.8615391628651192 	| -0.6582680248972794 	| -0.45828763951385376
143 	| [104] 	| -4.563661324174609 	| -4.420901799721841 	| -4.596548194693875
144 	| [101] 	| -2.2103290734335346 	| -2.10030930482461 	| -2.981349025691539
145 	| [103] 	| -1.8560698088812264 	| -2.1353398712727376 	| -1.617722623092562
146 	| [115] 	| -3.5074878787018298 	| -3.2396553054066786 	| -3.6076196336782864
147 	| [102] 	| -2.10792107655375 	| -2.2920219966668665 	| -1.7527347195014555
148 	| [106] 	| -2.186106623291822 	| -1.8877561188132805 	| -1.887805360921527
149 	| [104] 	| -3.6249243192447542 	| -3.6270791587048796 	| -3.5240448140377945
150 	| [101] 	| -1.7763812314034773 	| -1.710975588735867 	| -2.7944602490746213
151 	| [103] 	| -1.596239488108763 	| -1.5656781673766378 	| -1.5858270816850757
152 	| [106] 	| -5.03979155768547 	| -4.899635517295318 	| -4.139502905786459
153 	| [104] 	| -3.1328418186318525 	| -2.7444381670332003 	| -2.8749032939637202
154 	| [102] 	| -3.323526185080892 	| -3.230041568987612 	| -4.005522140128393
155 	| [115] 	| 0.15892446390050274 	| -0.20611340779099319 	| 0.15096291260638361
156 	| [106] 	| -2.2209195242698994 	| -2.37965241057426 	| -3.3441771704399454
157 	| [104] 	| -5.9060659191667675 	| -5.197441141213664 	| -4.638483235370116
158 	| [102] 	| -2.343695653584036 	| -2.458116221003729 	| -2.686126079002999
159 	| [101] 	| -0.3510791275351055 	| -0.3495593825869392 	| -0.6289791401979268
160 	| [115] 	| -1.6994262094892474 	| -1.7430196288748605 	| -2.024202316116762
161 	| [103] 	| -5.690407693236448 	| -5.394228320923388 	| -5.58796963711263
162 	| [104] 	| -1.7822009213060879 	| -1.9189679589366764 	| -2.0894588239678797
163 	| [101] 	| -0.6910453888052106 	| -0.6063525079916787 	| -0.7110389706539805
164 	| [102] 	| -4.7977722560442535 	| -4.499473257464219 	| -4.666326377620527
165 	| [103] 	| -2.082753520469188 	| -2.1802360313204643 	| -1.848119686319675
166 	| [106] 	| -2.7838148752301484 	| -3.2594164009473072 	| -4.004784113522381
167 	| [115] 	| -1.365198119577002 	| -1.308511959246105 	| -0.7097320534844469
168 	| [101] 	| -3.202642560098687 	| -3.0139615056332336 	| -3.0079234583983556
169 	| [102] 	| -1.344592060588413 	| -1.4155548937568714 	| -1.4412967632321707
170 	| [103] 	| -5.421719788543022 	| -5.22230512415198 	| -4.921753881397613
171 	| [115] 	| -2.469713280487725 	| -2.7936255721654635 	| -2.7493416818786542
172 	| [106] 	| -3.213420606725023 	| -2.6812105078593604 	| -1.8298843167576995
173 	| [104] 	| -2.6774080943240626 	| -2.204201051545392 	| -1.9928965071987934
174 	| [101] 	| -1.778359343698149 	| -1.940234864431615 	| -2.0587859338875445
175 	| [115] 	| -3.6975562043309598 	| -3.393939905061602 	| -3.6722880187384255
176 	| [106] 	| -2.518303617344314 	| -2.369944189293415 	| -2.33816651120572
177 	| [103] 	| -1.2862909791411792 	| -1.6561087947250954 	| -1.4261647646895892
178 	| [102] 	| -0.14913081823221797 	| -0.21422533388838172 	| -0.26896434185940193
179 	| [104] 	| -4.658333360016176 	| -4.569789421650023 	| -4.047299329414246
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
5 			| 5 				| 5 					| 5 
Updated all three classifiers, this trial is now included in the training set
------------------ Run 1 Trial 3  (total trials: 3/120) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
