New log file - 2025-05-26 02:31:43
================================ Calibration ================================
Calibration data filenames: ['P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr', 'P4_S6/anonymized/auditoryAphasia_6D_350_Block3_Run6.vhdr']
------------------------- Preprocessing configurations -------------------------
filter_band: (0.5, 16)
non_eeg_channels: ['EOGvu', 'x_EMGl', 'x_GSR', 'x_Respi', 'x_Pulse', 'x_Optic']
decimate: 10
montage: standard_1020
filter_method: iir
only_eeg: True
tmin: -0.2
tmax: 1
baseline: None
channels_to_discard: ['AF7', 'AF3', 'AF4', 'AF8', 'F5', 'F1', 'F2', 'F6', 'FT7', 'FC3', 'FCz', 'FC4', 'FT8', 'C5', 'C1', 'C2', 'C6', 'TP7', 'CP3', 'CPz', 'CP4', 'TP8', 'P5', 'P1', 'P2', 'P6', 'PO7', 'PO5', 'POz', 'PO6', 'PO8', 'Oz']
channels: ['Fp1', 'Fp2', 'F3', 'F4', 'C3', 'C4', 'P3', 'P4', 'O1', 'O2', 'F7', 'F8', 'T7', 'T8', 'P7', 'P8', 'Fz', 'Cz', 'Pz', 'FC1', 'FC2', 'CP1', 'CP2', 'FC5', 'FC6', 'CP5', 'CP6', 'F9', 'F10', 'P9', 'P10']
fs: 100.0
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
X.shape (epochs, features): (6096, 124)
y.shape (epochs,): (6096,)
----------------------------------------------------------------------
n_calibration_trials: 108
n_calibration_epochs: 6096
with the per-run iteration structure:
[[15 15 15 15 15 15]
 [15  8  8  8  8 15]
 [ 8 15  8  8 10  8]
 [11  8  8  8  8 10]
 [ 8  8  9  8  8  8]
 [ 8 10  8  8  8  8]
 [ 8  8  8 11  8  8]
 [ 8  9  8  8  8  8]
 [ 8  8  8  8  8  8]
 [ 8  8  8  8  8  8]
 [ 9  8  8  8  8 10]
 [ 9  8  8  8  8  8]
 [ 8  9  8 15 15  8]
 [ 8  8  8  8  8  8]
 [ 8  8  8 10 15  8]
 [ 8 15 15  9  8 10]
 [ 8  8 15 15  8  9]
 [ 8  8  8  9 15 15]]
Trained all three classifiers on the calibration data.
================================ Online ================================
Online data filenames: ['P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run6.vhdr']
Same preprocessing configurations as for the calibration data
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
----------------------------------------------------------------------
n_online_trials: 108
n_online_epochs 8970
with the per-run iteration structure:
[[15 12 15 15 15  8]
 [15  8 15 15  9 15]
 [15 15 15 15 15 15]
 [15 15 13 15 15 15]
 [15 15 15 15  8 15]
 [15 15 15 15 15  8]
 [ 8 15 15 15 15 15]
 [12 13 15 15 15 15]
 [15 15  9 15 15 15]
 [ 8 15 10  9 15 15]
 [15 14 15 15 15 13]
 [15 15 15 15 15 15]
 [15 15 15 11  9 15]
 [15 15 15 15  9 15]
 [ 8 15 15 15 15 11]
 [15 15 15 15 15 10]
 [15 15  8 13 15  9]
 [15 15 15 15 15 15]]
Online simulation starts
Number of online trials: 108, which is 18.0 runs
66 	| [104] 	| -5.268895411216965 	| -4.809664344268131 	| -4.623225389338418
67 	| [105] 	| -4.076214802465019 	| -3.824599419518859 	| -4.18377163980082
68 	| [106] 	| -2.897189980361438 	| -3.048035929324147 	| -2.8777115532873068
69 	| [113] 	| 2.146411391076037 	| 1.7084362748138977 	| 1.8702742712972953
70 	| [101] 	| -4.729192762799052 	| -4.7710435502199475 	| -5.206554424992349
71 	| [102] 	| -5.454270650770672 	| -5.639569466912608 	| -5.822978541039084
72 	| [106] 	| 0.3964852776600418 	| -0.1350960822875491 	| -0.11627095347669814
73 	| [104] 	| -2.941154970984303 	| -2.875234536435577 	| -2.897569755188953
74 	| [101] 	| -3.9908857936199835 	| -3.8513306837653882 	| -3.8586581166364717
75 	| [113] 	| 2.305035094057983 	| 2.022033498598571 	| 2.07936743884413
76 	| [102] 	| -6.910307940802334 	| -6.687160729407836 	| -7.188205946500994
77 	| [105] 	| -5.225447117525192 	| -5.042854029431263 	| -5.214001920854297
78 	| [106] 	| -0.4409275729932616 	| -0.4810452855452447 	| 0.18966934729371343
79 	| [104] 	| -1.0442170923766438 	| -1.4768623696377507 	| -1.031383642037361
80 	| [101] 	| -5.378915564875653 	| -4.9714428506142285 	| -5.3159059787064065
81 	| [113] 	| -1.072004690431739 	| -1.1676706214290544 	| -0.9647352465041428
82 	| [102] 	| -4.753407221937956 	| -4.69474993121813 	| -5.075448448582478
83 	| [105] 	| -3.8267889191294673 	| -3.8841111274600886 	| -4.196001462172343
84 	| [104] 	| -3.1193190922859353 	| -2.6523541136642517 	| -1.9162020160272824
85 	| [106] 	| -3.102910491784384 	| -3.1870485952061327 	| -3.3305205199958254
86 	| [113] 	| -4.972145448138992 	| -4.708098638742523 	| -4.418552371813903
87 	| [102] 	| -5.449838447095422 	| -5.220895541993489 	| -5.741869222708661
88 	| [101] 	| -5.835158041323038 	| -5.437222715155074 	| -4.735183129758463
89 	| [105] 	| -3.9546326307176436 	| -3.7637329967608104 	| -3.4370856067107747
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
3 			| 3 				| 3 					| 3 
------------------ Run 1 Trial 2  (total trials: 2/108) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
90 	| [115] 	| 1.3914150859196361 	| 1.0010259289123864 	| 1.5856004988653511
91 	| [103] 	| -3.5737087175400153 	| -3.4194068887850615 	| -4.253388404453745
92 	| [102] 	| -5.446272735641058 	| -4.476647343525232 	| -4.600711957163362
93 	| [104] 	| -1.917597390653585 	| -1.567279928885238 	| -1.3987753662356148
94 	| [106] 	| -2.775089983810706 	| -3.137864487376716 	| -3.4846859124836556
95 	| [101] 	| -1.0587200806489392 	| -1.569731914347725 	| -1.7825983059320476
96 	| [102] 	| -5.002779609250577 	| -4.43598728261825 	| -4.402761111072388
97 	| [115] 	| 1.081364019438694 	| 0.7782765840615822 	| 0.90747283533766
98 	| [104] 	| -5.734120802349315 	| -5.393523576029139 	| -6.510426432482332
99 	| [106] 	| -1.3683323475602764 	| -1.4470731533112393 	| -0.44884802810836444
100 	| [101] 	| -3.9983616544038663 	| -3.9722200357353943 	| -4.548972474664916
101 	| [103] 	| -4.327998926632723 	| -4.601522897596794 	| -4.286217144885233
102 	| [104] 	| -0.9092319273349849 	| -1.294975719685607 	| -1.1740836367438232
103 	| [102] 	| -3.688043303117871 	| -3.7540748130624997 	| -3.4190778916815243
104 	| [115] 	| -0.3187913043963908 	| -0.3527637662873859 	| 0.00047800776569129066
105 	| [106] 	| -3.999377974605231 	| -3.8617237989111763 	| -4.089330108352222
106 	| [101] 	| -4.599105787213288 	| -4.855724468105608 	| -4.883939430940613
107 	| [103] 	| -1.781695885112816 	| -1.1474708900699486 	| -1.4411780734656883
108 	| [102] 	| -1.0863819522183533 	| -1.0565019385335988 	| -0.7406974415385605
109 	| [104] 	| -5.145999246798922 	| -5.1383944168164195 	| -4.929506364186703
110 	| [106] 	| -3.5804018657805865 	| -3.2749175400034654 	| -4.003536414946404
111 	| [115] 	| 0.31238143446986344 	| 0.287666283180374 	| 0.8597465768221753
112 	| [103] 	| -6.003107430112992 	| -5.761842630508756 	| -6.5662090966740925
113 	| [101] 	| -2.636577456800628 	| -2.607717819583766 	| -3.0135365446295848
114 	| [104] 	| -2.3433673297783577 	| -2.283738164482374 	| -2.0131492805609414
115 	| [102] 	| -4.271688810074094 	| -3.9862683249208404 	| -4.0291915694705835
116 	| [115] 	| 2.761348676113381 	| 2.467661150150148 	| 2.4140084502680494
117 	| [106] 	| -6.368042457541794 	| -5.470618966361421 	| -6.052012413365971
118 	| [103] 	| -1.7619018461528828 	| -2.2838066491119338 	| -1.4943264758084687
119 	| [101] 	| -5.211533314499813 	| -4.946732173858692 	| -5.290459907635586
120 	| [104] 	| -2.9835664505274453 	| -2.993197414002811 	| -2.7305711827750816
121 	| [102] 	| -2.5594852575349663 	| -2.472921234551914 	| -2.5038272073397336
122 	| [106] 	| -4.674509915499261 	| -4.884024086321707 	| -4.91084447294416
123 	| [115] 	| 0.49787115294468 	| 0.3615271530697801 	| 0.4068162942537026
124 	| [101] 	| -4.876645256301641 	| -4.662991614280921 	| -5.120545657071477
125 	| [103] 	| -3.6322734708699533 	| -3.4483814670154342 	| -3.2922676214999576
126 	| [102] 	| -2.3728704512253174 	| -2.200601725587289 	| -1.735757743547824
127 	| [104] 	| -3.805393170302217 	| -3.5728314764705664 	| -3.0297971400820023
128 	| [101] 	| -5.243855262868817 	| -5.291982304622115 	| -6.089478271601211
129 	| [103] 	| -4.737799798739121 	| -4.529845775488412 	| -3.7168118576474685
130 	| [115] 	| 2.6420850361062778 	| 3.10825630779481 	| 3.313483438308771
131 	| [106] 	| -7.896515582910287 	| -7.468862297654127 	| -8.00882370429551
132 	| [104] 	| -1.1517956671147647 	| -1.6669990267288168 	| -1.092495284031067
133 	| [102] 	| -4.420423625123522 	| -4.41568834138956 	| -4.092290565966016
134 	| [103] 	| -5.115130409507502 	| -5.224594036063678 	| -5.009234476064656
135 	| [115] 	| -2.7663210183539566 	| -2.5997358887731945 	| -3.0778053387264808
136 	| [101] 	| 2.194198972537605 	| 2.191566008997813 	| 2.3285934159441672
137 	| [106] 	| -4.656019671795942 	| -5.12647316871899 	| -5.9888107688685075
138 	| [102] 	| -4.864860445420058 	| -4.042797054984064 	| -3.6814018566764792
139 	| [103] 	| -2.05136059936378 	| -2.3267186718021677 	| -2.5167570011202653
140 	| [101] 	| -4.9397287757409725 	| -4.895180587545637 	| -4.883143335293944
141 	| [104] 	| -2.1667962516804566 	| -2.041365608657885 	| -1.815946227381359
142 	| [115] 	| 2.4145750861254305 	| 2.3121572293281876 	| 2.7180690445824762
143 	| [106] 	| -5.550524447725499 	| -5.643110398651259 	| -6.413474120027458
144 	| [102] 	| -3.126598744859329 	| -3.240679346715396 	| -3.1656834263738975
145 	| [104] 	| -2.1461257203779556 	| -2.0039298397030763 	| -1.817927742920856
146 	| [103] 	| -2.0150099233789387 	| -2.4407284265568174 	| -2.6377891078532443
147 	| [106] 	| -3.1226336859652695 	| -2.808753937352452 	| -3.0298034098148605
148 	| [101] 	| -3.187756414103623 	| -3.032679377435897 	| -3.0023501234459915
149 	| [115] 	| -0.6617318521102185 	| -0.5669327413977991 	| -0.9142517223521681
150 	| [102] 	| -6.400200447745214 	| -6.156330611935255 	| -7.051645779068801
151 	| [104] 	| -1.283471097234794 	| -1.366947471316688 	| -0.8639697982040158
152 	| [106] 	| -2.5237694930459713 	| -2.608893847572368 	| -2.78915916367978
153 	| [101] 	| -3.528182559504869 	| -3.597616949733795 	| -3.730053221746318
154 	| [103] 	| -2.195072227261912 	| -2.082690087559685 	| -1.2286234442552513
155 	| [115] 	| -2.190852946808268 	| -2.0341383820457444 	| -2.4833345680943766
156 	| [106] 	| -6.034933326906712 	| -6.060055466774086 	| -6.318938906216528
157 	| [101] 	| -3.1557078070452698 	| -2.6846375196230023 	| -1.5285437747621442
158 	| [103] 	| -3.0353799169896822 	| -3.357289332425866 	| -3.657545061585506
159 	| [102] 	| -4.741396922051594 	| -4.486613720544706 	| -5.055343397423167
160 	| [104] 	| -4.357183071450548 	| -4.264119274058489 	| -3.994132481717095
161 	| [115] 	| -1.246350304305043 	| -1.3583283676072393 	| -0.9263576068506918
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
5 			| 5 				| 5 					| 5 
------------------ Run 1 Trial 3  (total trials: 3/108) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
162 	| [106] 	| -4.643560725447552 	| -4.095558675144665 	| -4.406441800491357
163 	| [105] 	| -0.6418462726771756 	| -0.625954300736729 	| 0.07755016631443523
164 	| [101] 	| -5.701418388199236 	| -5.656102627603723 	| -6.214445871014362
165 	| [104] 	| -5.763915519313338 	| -5.038245237543077 	| -5.33577864444239
166 	| [112] 	| 1.3337762486081202 	| 1.0457428296437188 	| 0.8226435204891064
167 	| [103] 	| -2.685503604921716 	| -3.100119428914307 	| -3.8159578349197556
168 	| [106] 	| -2.0826117756839766 	| -2.1204306459751083 	| -2.259849106131997
169 	| [101] 	| -3.3372262555067764 	| -2.954919505235588 	| -3.4503213016318637
170 	| [112] 	| -1.2572298860769875 	| -1.4168749528346507 	| -2.2585483693879844
171 	| [104] 	| -1.4117330720603862 	| -2.247954245832091 	| -2.5976477221570606
172 	| [105] 	| -4.312556869507306 	| -3.5755573693455713 	| -3.0299978420708653
173 	| [103] 	| -4.809920759425976 	| -4.391983823643308 	| -4.823412211174649
174 	| [112] 	| 1.658717264961055 	| 1.7399287492123836 	| 1.5985077918292876
175 	| [104] 	| -2.630322112136967 	| -3.2234911601700063 	| -3.9414677175418698
176 	| [106] 	| -3.9961824187020114 	| -3.880596980077944 	| -3.732700719079587
177 	| [105] 	| -2.7589672278324646 	| -2.501671966897528 	| -1.8032055020105928
178 	| [101] 	| 0.4983165284339983 	| 0.214255419388933 	| 0.7616053490231308
179 	| [103] 	| -4.111189831796068 	| -4.056138172012328 	| -5.2916303211701585
180 	| [104] 	| -5.914043703195764 	| -5.424157355188568 	| -5.6845013316930775
181 	| [105] 	| -3.0538058689980816 	| -3.3300197073479496 	| -2.8373985343950427
182 	| [106] 	| -4.844640015570765 	| -4.936486489989468 	| -4.616449739370756
183 	| [112] 	| 0.2095700904196911 	| -0.1224466421562731 	| -0.3187973334465881
