New log file - 2025-05-26 02:36:24
================================ Calibration ================================
Calibration data filenames: ['P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr', 'P4_S7/anonymized/auditoryAphasia_6D_350_Block3_Run6.vhdr']
------------------------- Preprocessing configurations -------------------------
filter_band: (0.5, 16)
non_eeg_channels: ['EOGvu', 'x_EMGl', 'x_GSR', 'x_Respi', 'x_Pulse', 'x_Optic']
decimate: 10
montage: standard_1020
filter_method: iir
only_eeg: True
tmin: -0.2
tmax: 1
baseline: None
channels_to_discard: ['AF7', 'AF3', 'AF4', 'AF8', 'F5', 'F1', 'F2', 'F6', 'FT7', 'FC3', 'FCz', 'FC4', 'FT8', 'C5', 'C1', 'C2', 'C6', 'TP7', 'CP3', 'CPz', 'CP4', 'TP8', 'P5', 'P1', 'P2', 'P6', 'PO7', 'PO5', 'POz', 'PO6', 'PO8', 'Oz']
channels: ['Fp1', 'Fp2', 'F3', 'F4', 'C3', 'C4', 'P3', 'P4', 'O1', 'O2', 'F7', 'F8', 'T7', 'T8', 'P7', 'P8', 'Fz', 'Cz', 'Pz', 'FC1', 'FC2', 'CP1', 'CP2', 'FC5', 'FC6', 'CP5', 'CP6', 'F9', 'F10', 'P9', 'P10']
fs: 100.0
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
X.shape (epochs, features): (8970, 124)
y.shape (epochs,): (8970,)
----------------------------------------------------------------------
n_calibration_trials: 108
n_calibration_epochs: 8970
with the per-run iteration structure:
[[15 12 15 15 15  8]
 [15  8 15 15  9 15]
 [15 15 15 15 15 15]
 [15 15 13 15 15 15]
 [15 15 15 15  8 15]
 [15 15 15 15 15  8]
 [ 8 15 15 15 15 15]
 [12 13 15 15 15 15]
 [15 15  9 15 15 15]
 [ 8 15 10  9 15 15]
 [15 14 15 15 15 13]
 [15 15 15 15 15 15]
 [15 15 15 11  9 15]
 [15 15 15 15  9 15]
 [ 8 15 15 15 15 11]
 [15 15 15 15 15 10]
 [15 15  8 13 15  9]
 [15 15 15 15 15 15]]
Trained all three classifiers on the calibration data.
================================ Online ================================
Online data filenames: ['P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run1.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run2.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run3.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run4.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run5.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block1_Run6.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run1.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run2.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run3.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run4.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run5.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block2_Run6.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run1.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run2.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run3.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run4.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run5.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block3_Run6.vhdr', 'P4_S8/anonymized/auditoryAphasia_6D_350_Block4_Run1.vhdr']
Same preprocessing configurations as for the calibration data
------------------------- Feature extraction -------------------------
time_interval_boundaries: [0.1 0.2 0.3 0.4 0.5]
data_is_channel_prime: True
----------------------------------------------------------------------
n_online_trials: 114
n_online_epochs 9018
with the per-run iteration structure:
[[15 15 15 15 14  8]
 [15 15 15 11 15 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15 15]
 [15 15 15 15 15 15]
 [15 15 15  8 15  9]
 [15 10 14 15 10 15]
 [15 11 15 10 10 15]
 [15 13 12 15 15 15]
 [13 15 15 15 15  8]
 [15 15 12  9 12 13]
 [15 15 13  8 14 15]
 [ 8  9 15 10  8 15]
 [ 8 15 15  8  8  8]
 [11 15 15 14 15  9]
 [13 15  8 10 11 15]
 [ 8 15 13 15 14 15]
 [12  8 15 10 10 15]
 [12 15 15 15 11 15]]
Online simulation starts
Number of online trials: 114, which is 19.0 runs
67 	| [105] 	| -4.376829773486564 	| -3.7825684358077565 	| -3.815098208018309
68 	| [106] 	| -1.7647737544336892 	| -1.7478513123051436 	| -1.9917514145924826
69 	| [103] 	| -2.426490852276479 	| -2.714221226593174 	| -2.4082257693508433
70 	| [112] 	| -3.0387468288869597 	| -3.094310579644183 	| -3.1175295969782737
71 	| [104] 	| -0.40950948451325164 	| -0.7728195807676088 	| -0.7603683452052856
72 	| [101] 	| -1.8701736458141347 	| -1.9549578043026088 	| -1.1228541728313375
73 	| [106] 	| -5.065967210118264 	| -4.466865849855372 	| -4.276971763227195
74 	| [112] 	| 0.44006313244726636 	| 0.7349945047482547 	| -0.2667579220601244
75 	| [103] 	| -1.1724905477834853 	| -1.5353799220650672 	| -2.02262325639771
76 	| [104] 	| -0.327874811770128 	| 0.4919708609690061 	| 0.4613583797448899
77 	| [105] 	| -1.3385826728641472 	| -1.6845159093311992 	| -1.9357082939723558
78 	| [112] 	| -2.4077241233319726 	| -2.1394357539817284 	| -1.6569656712115943
79 	| [106] 	| -4.735016816677877 	| -3.5579450934174233 	| -3.8443931755762035
80 	| [103] 	| -1.9748046938915809 	| -1.9237026608131849 	| -3.1472637430367976
81 	| [104] 	| -2.0831841994659768 	| -2.4263425797737344 	| -2.335798442140294
82 	| [101] 	| -4.345655073467174 	| -2.866934871987974 	| -2.672604648912159
83 	| [105] 	| -2.142752027001363 	| -2.3262461076218712 	| -2.992364670905272
84 	| [103] 	| -3.632561747549375 	| -3.7575935361430535 	| -2.8817333750468945
85 	| [104] 	| -4.208634058010729 	| -3.2379202948422408 	| -2.5590229221021277
86 	| [106] 	| -4.215179809385447 	| -4.011180260540341 	| -4.790765153758715
87 	| [112] 	| 0.796614760665316 	| 0.7179262304591223 	| 0.509637244895896
88 	| [105] 	| -2.747590847194175 	| -2.682492869677996 	| -1.9705905902792777
89 	| [101] 	| -4.719132124595145 	| -4.362180764606709 	| -5.207788089833056
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
2 			| 2 				| 2 					| 2 
------------------ Run 1 Trial 2  (total trials: 2/114) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
90 	| [102] 	| -3.121516943087228 	| -3.135536011452764 	| -3.3809207703902597
91 	| [116] 	| -0.46046251014801065 	| -0.3785570546484096 	| -0.5098787582537702
92 	| [104] 	| -3.118151778709609 	| -2.8947574914466547 	| -3.6221427097632293
93 	| [105] 	| -2.2962469606375566 	| -1.9239927066596216 	| -2.176909772026703
94 	| [103] 	| -0.12976172382658957 	| -0.6222031299066688 	| -0.31277340146881727
95 	| [101] 	| -4.07898469465178 	| -3.6572148406214913 	| -3.094225855646453
96 	| [104] 	| -5.537281013461134 	| -4.714193881406071 	| -5.319025915486732
97 	| [105] 	| -1.5472132982491755 	| -1.9941623293918578 	| -2.463688571430855
98 	| [102] 	| -2.0766142777114043 	| -2.381812173977876 	| -1.155261993012217
99 	| [116] 	| -2.6483489322750455 	| -1.7476755157500206 	| -1.8145621606179356
100 	| [103] 	| -6.219860775073604 	| -5.596723783071835 	| -6.450004799287603
101 	| [101] 	| -0.6187537278840991 	| -1.19853877885155 	| 0.018642167477232352
102 	| [102] 	| -1.7941521862818615 	| -1.469647921263815 	| -1.302380026579709
103 	| [104] 	| -3.0672652426321934 	| -3.437348538286603 	| -4.362608037455285
104 	| [116] 	| 0.5576584815052179 	| 0.3309271363977344 	| 1.0572505706805344
105 	| [101] 	| -3.9184455541772354 	| -3.1803353311151987 	| -3.6765555171791022
106 	| [105] 	| -0.8632040671183734 	| -1.2269991780193124 	| -1.1759696793556316
107 	| [103] 	| -1.1403102619904335 	| -1.3590647345175224 	| -1.9837352440518075
108 	| [102] 	| -4.9700734744949315 	| -4.291427932326537 	| -4.21465668085711
109 	| [116] 	| -0.15553535455495648 	| -0.5059024966139216 	| -1.5998620958403658
110 	| [101] 	| -3.153118149799331 	| -2.957256802010469 	| -3.356218070792258
111 	| [104] 	| -3.216154620940023 	| -2.657336391667382 	| -2.394416111327776
112 	| [105] 	| -1.9924749697376356 	| -2.4363848411670093 	| -2.529357415880911
113 	| [103] 	| 0.8419420527664467 	| 0.3370389249321821 	| 0.32946869987886185
114 	| [102] 	| -3.813889760074417 	| -3.5374703541032275 	| -3.528072068444308
115 	| [104] 	| -3.53690440794231 	| -3.578046965509375 	| -3.910707606025472
116 	| [105] 	| -1.309950751966344 	| -1.3787948933201557 	| -0.6987028551968553
117 	| [101] 	| -3.1180681602791878 	| -2.6379254593190247 	| -2.2737237987105985
118 	| [116] 	| 1.462902401603042 	| 1.3023696713859052 	| -0.5334620753213277
119 	| [103] 	| -3.398499472805012 	| -3.4910128836074534 	| -4.277428129325962
120 	| [105] 	| -4.539453250437486 	| -3.7771591117668697 	| -2.373727028820148
121 	| [104] 	| -3.513319056582845 	| -3.117955688297573 	| -2.9243023238235035
122 	| [102] 	| -1.2842496843775772 	| -1.0329082629548079 	| -1.3649174996847968
123 	| [103] 	| -1.8796007205309238 	| -2.0358158541498073 	| -1.9599426312380732
124 	| [116] 	| -2.514380530566196 	| -2.61833849213154 	| -3.1758909785008376
125 	| [101] 	| -2.7527310297910823 	| -2.4270726009863 	| -2.5383411999006444
126 	| [102] 	| -0.896182953135741 	| -1.386574668883481 	| -0.5485996615976585
127 	| [103] 	| -3.559781468592772 	| -3.2910784294496636 	| -3.279977893332481
128 	| [104] 	| 0.35366585690468577 	| 0.05654648920747851 	| -0.4965131916503816
129 	| [105] 	| -6.365197738346639 	| -5.884722392354218 	| -6.1928774686123695
130 	| [116] 	| -4.005700870661646 	| -3.646127040286677 	| -3.522396222525141
131 	| [101] 	| -0.6834865166985757 	| -1.066182638942386 	| -0.8448476411867112
132 	| [104] 	| 1.2817985791115198 	| 0.8167244453937066 	| 1.1563307193158499
133 	| [102] 	| -3.473421498602044 	| -3.1518527363899893 	| -4.119427361468747
134 	| [116] 	| -2.7889277319193746 	| -2.9073756229755547 	| -3.2033348543343556
135 	| [101] 	| -0.4631270385697961 	| -0.5628889388196712 	| 0.19554680356815712
136 	| [103] 	| -3.905158228620194 	| -3.210225478144231 	| -2.8458504050041546
137 	| [105] 	| 0.5400979655358862 	| -0.5282863813949015 	| -0.979976983135731
138 	| [102] 	| -4.908355908329835 	| -4.47750177673484 	| -4.590450350257029
139 	| [104] 	| -4.17492918366718 	| -3.988423141956117 	| -3.255138028700665
140 	| [101] 	| 1.4059828798781768 	| 0.6479966920505666 	| 0.01666696403034984
141 	| [103] 	| -3.0669322345606393 	| -2.9449875562147554 	| -3.1577483892314007
142 	| [105] 	| -1.1240525319011312 	| -0.9544312081692761 	| -1.0371816687962738
143 	| [116] 	| -2.7663518876113287 	| -2.734086943084308 	| -3.13414070941495
144 	| [101] 	| -1.2330640182656158 	| -1.3814539862410653 	| -1.7380029462161324
145 	| [102] 	| -3.4318211418426263 	| -2.6060670225587583 	| -2.2148010663160598
146 	| [103] 	| -2.1009007251715266 	| -1.8877445564283946 	| -1.9464663134367235
147 	| [116] 	| -1.5077182229680979 	| -1.6404205676178614 	| -2.12786674236723
148 	| [104] 	| -0.7728963338305594 	| -0.5512032292566305 	| -0.7544170696503942
149 	| [105] 	| -6.325830614387275 	| -5.557488570865614 	| -5.799743539068573
150 	| [102] 	| 0.48814293557783106 	| 0.14582434360423813 	| 1.1085984480456952
151 	| [103] 	| -3.3455633212143034 	| -2.6626413484617406 	| -2.2657749961253764
152 	| [104] 	| -5.140496922233311 	| -4.3943824940657565 	| -4.68159313371122
153 	| [101] 	| -1.0078418655146344 	| -1.2370112716494726 	| -1.6714140016089534
154 	| [105] 	| -2.3814373874683348 	| -2.539359977301983 	| -1.950550124534884
155 	| [116] 	| -2.6114147333664 	| -2.264357581103931 	| -2.187521205939034
156 	| [104] 	| -2.7252337717831825 	| -2.6007001705694277 	| -2.715104185068329
157 	| [102] 	| -2.617824260346838 	| -2.7285027202772736 	| -2.4432708216228676
158 	| [101] 	| -6.211848873591617 	| -5.038877955503365 	| -5.039221109693975
159 	| [105] 	| -1.0450101974593313 	| -1.3647830596313757 	| -1.4749979521029366
160 	| [116] 	| 0.6192226255919611 	| 0.027788990536243396 	| -0.01519197616930279
161 	| [103] 	| -6.476352494447906 	| -5.410431330826812 	| -5.205079729549179
162 	| [104] 	| -3.4212463551432926 	| -3.275535681959041 	| -3.1372105036264166
163 	| [101] 	| 0.7750151954841176 	| 0.16224510565638228 	| 0.815737292729485
164 	| [116] 	| -1.6441822003788231 	| -1.437636495052109 	| -1.5933877847340803
165 	| [102] 	| -4.60781838146767 	| -4.763555492713326 	| -5.426716291145482
166 	| [105] 	| 0.09133056970059927 	| -0.259021504827309 	| 0.09690088304696798
167 	| [103] 	| -6.0547210347794 	| -5.229950974592472 	| -3.847607479726029
168 	| [101] 	| -4.008929372582976 	| -4.173703003428866 	| -5.057745642562605
169 	| [116] 	| -0.18476253144473187 	| -0.08337866911541036 	| -0.39050909005761225
170 	| [104] 	| -4.276871507985502 	| -3.7490446572774756 	| -2.7938681371213545
171 	| [105] 	| -0.8996114934283321 	| -1.4262836715184704 	| -0.6919706769233249
172 	| [102] 	| -1.99865810751116 	| -1.8880848269775448 	| -2.6213294594684773
173 	| [103] 	| -5.093294115093052 	| -4.7511306198649885 	| -4.984724656543103
174 	| [104] 	| -3.065150599576039 	| -3.038605255166504 	| -2.9671881279935333
175 	| [105] 	| -0.161327356369926 	| -0.37507497809892265 	| 0.16687745830040673
176 	| [116] 	| -1.4117177916816122 	| -1.4754190162712875 	| -0.8020550993806839
177 	| [101] 	| -7.0885087434273055 	| -6.907552691250318 	| -7.441983138345787
178 	| [103] 	| -1.7791672912425787 	| -1.0526787953130166 	| -0.5095099449113625
179 	| [102] 	| 0.01509869945310216 	| -0.5903301094649045 	| 0.07959756444266194
------------------ End of trial ------------------
{real_word} | {LDA_prediction} 	| {SLDA_prediction} 	| {BTLDA_prediction} 
6 			| 6 				| 6 					| 6 
------------------ Run 1 Trial 3  (total trials: 3/114) ------------------
{epoch} | {word_id} | {LDA} 				| {SLDA} 				| {BTLDA} 
180 	| [102] 	| -1.7432824981019936 	| -1.8787605140190062 	| -1.9905630735134758
